,uuid,dob,sex,num_course_taken,current_career_path_id,time_spent_hrs,first_name,last_name,street,city,state,zip,email,career_path_name,hours_to_complete,job_category,avg_salary
164,165,1943-10-08,F,3,3,1.91,Taylor,van,542 Beacon Station, Woodcrest, Washington, 19085,vankleef9757@woohoo.com,data analyst,12,analytics,86000
165,166,1976-06-24,M,5,5,7.01,Stanford,Nash,198 Mall Trafficway, Riverdale Park, North Carolina, 78603,stanford755@coldmail.com,backend engineer,18,creative,66000
166,167,1957-02-10,M,4,7,2.27,Jared,Williams,625 Prairie Meadow, Norman village, Texas, 33116,williams3841@hmail.com,iOS developer,27,financial services,135000
167,168,1949-05-13,M,8,4,4.56,Elwood,Holtendorp,724 Pleasant Stead, Brigham, Maine, 40931,elwood3752@inlook.com,software engineering,25,analytics,86000
168,169,1968-07-18,M,7,1,3.46,Del,van,P.O. Box 34263, Tensed, Alabama, 72221,vanwaay8476@woohoo.com,data scientist,20,software developer,110000
169,170,1960-12-09,M,2,4,22.08,Norberto,Mueller,637 Sky Underpass, Bancroft, Vermont, 67292,mueller7207@coldmail.com,software engineering,25,engineer,101000
170,171,1993-01-31,M,8,5,12.1,Solomon,England,372 Pond Avenue, Fort Scott, Nevada, 85179,england6439@hmail.com,backend engineer,18,education,61000
171,172,1956-11-03,F,1,10,0.61,Kerrie,Mcdowell,P.O. Box 29106, Nebo, Tennessee, 39304,mcdowell9576@woohoo.com,ux/ui designer,15,HR,80000
172,173,1980-06-23,M,2,1,13.13,Freddie,Lapperre,180 Iron Drive, Richland Springs, North Dakota, 63655,freddie3479@inlook.com,data scientist,20,education,61000
173,174,1971-09-15,F,12,3,7.33,Gwen,Siimmons,553 Middle Gateway, Walton, Vermont, 62442,siimmons4756@inlook.com,data analyst,12,analytics,86000
174,175,1972-03-31,N,6,2,5.37,Charlyn,Palsgraaf,853 Fallen Club, Qulin, Alabama, 15571,charlyn8032@woohoo.com,data engineer,20,analytics,86000
175,176,1973-04-23,N,1,5,14.87,Erin,Battle,330 Velvet Square, Bradshaw, Michigan, 38729,erin_battle2047@inlook.com,backend engineer,18,engineer,101000
176,177,1956-01-15,N,0,1,7.05,Louis,Ploegh,932 Sleepy Mall Edge, Westmont, California, 65345,louis_ploegh6580@hmail.com,data scientist,20,education,61000
177,178,1968-10-15,M,1,0,0.0,Burl,Edwards,869 River Freeway, Coyville, Nebraska, 49861,edwards851@hmail.com,undecided,20,software developer,110000
178,179,1985-11-03,M,4,4,21.21,Ethan,Patterson,P.O. Box 59894, Waynoka, Mississippi, 80286,ethan1124@inlook.com,software engineering,25,financial services,135000
179,180,1967-02-03,F,8,8,21.78,Arnita,van,563 S Timber, Eagle, Michigan, 30731,vanversendaal3935@hmail.com,android developer,27,creative,66000
180,181,1971-10-05,M,10,5,17.06,Jarrett,Proctor,709 Green Bayoo, Parksville, New York, 81109,jarrett_proctor4412@coldmail.com,backend engineer,18,HR,80000
181,182,1978-09-16,N,6,8,25.66,Angelita,Johnson,P.O. Box 64788, Fort Hunt, Maine, 95937,johnson5812@inlook.com,android developer,27,HR,80000
182,183,1997-08-12,N,13,7,14.66,Jacquetta,Valdez,359 E Center, Enterprise, Wisconsin, 60220,valdez1466@inlook.com,iOS developer,27,creative,66000
183,184,1980-02-19,M,0,6,3.48,Lee,Mercer,175 Pioneer Mill, Hobson, Missouri, 12990,mercer6853@hmail.com,frontend engineer,20,analytics,86000
184,185,1981-05-31,M,12,7,27.98,Donny,Hale,639 Umber Branch, Ives Estates, Alabama, 56934,hale8451@hmail.com,iOS developer,27,HR,80000
185,186,1980-07-12,M,9,10,5.11,Odis,Reijdon,276 Elm Union, Dungannon, Idaho, 21327,reijdon1213@hmail.com,ux/ui designer,15,software developer,110000
186,187,1986-04-07,F,13,3,4.02,Altagracia,Shaw,315 Cotton Club, Bowersville village, Idaho, 06246,shaw1943@hmail.com,data analyst,12,creative,66000
187,188,1979-09-29,F,8,3,2.81,Rosalinda,Pietersen,P.O. Box 40464, Cornelia, Iowa, 72315,pietersen1574@coldmail.com,data analyst,12,software developer,110000
188,189,1994-04-11,F,11,6,3.16,Barbie,Klapmuts,387 Heather Washington, Iliamna, Connecticut, 87370,barbie_klapmuts7797@woohoo.com,frontend engineer,20,analytics,86000
189,190,1945-09-05,M,2,8,6.26,Lynn,Warren,744 Spring Annex, Scraper, South Carolina, 80205,lynn5889@hmail.com,android developer,27,HR,80000
190,191,1945-10-07,N,11,3,0.87,Arlen,Downs,732 Lazy Apple, Manning, Maine, 27845,arlen9022@woohoo.com,data analyst,12,financial services,135000
191,192,1975-09-28,M,14,9,9.71,Stevie,Hewitt,881 Grand Panda Shore, Samburg, Michigan, 85418,stevie_hewitt9263@woohoo.com,machine learning engineer,35,HR,80000
192,193,1998-02-15,F,1,8,5.02,Myrtie,Bosschaert,619 Cedar Shore, Framingham, Michigan, 27240,bosschaert6139@inlook.com,android developer,27,financial services,135000
193,194,1980-10-09,F,3,8,17.05,Queen,Green,504 Foggy Plaza, Magness, Alaska, 21834,green4775@hmail.com,android developer,27,analytics,86000
194,195,1980-06-26,M,0,6,8.46,Zackary,van,477 Rocky Maple, Scandia, Tennessee, 88686,vanveen4593@woohoo.com,frontend engineer,20,software developer,110000
195,196,1948-04-30,M,0,5,1.19,Micah,Castaneda,676 Beacon Mount, Mountain Iron, Arkansas, 33275,castaneda9193@woohoo.com,backend engineer,18,education,61000
196,197,1973-11-11,N,6,8,0.56,Josef,de,847 Brook Fair, Westway, Rhode Island, 66871,josef_debrijn2182@inlook.com,android developer,27,education,61000
197,198,1962-07-15,M,15,3,10.08,Claudio,van,375 Sky Plain, South Sioux, Oregon, 38417,claudio9220@hmail.com,data analyst,12,software developer,110000
198,199,1943-01-30,F,5,7,6.54,Millie,van,10 Round Perkins Annex, Adona, New Mexico, 99965,millie6868@hmail.com,iOS developer,27,creative,66000
199,200,1946-10-26,F,8,8,17.85,Dannette,de,557 Tawny Beacon, Roselle borough, New York, 19975,dannette8482@hmail.com,android developer,27,education,61000
200,201,1978-01-19,M,14,4,18.14,Barton,Lorentz,P.O. Box 59526, Thermalito, Mississippi, 44965,barton_lorentz3379@inlook.com,software engineering,25,education,61000
201,202,1961-12-16,M,10,6,2.91,Josh,Golden,P.O. Box 56646, Rutherford, Montana, 68484,golden1916@woohoo.com,frontend engineer,20,analytics,86000
202,203,1973-06-05,N,0,9,6.04,Bettie,Torres,457 SW Valley, New Madison village, South Carolina, 78280,bettie_torres6037@hmail.com,machine learning engineer,35,education,61000
203,204,1958-09-04,F,11,9,3.99,Delphine,Terry,538 Bear Causeway, Rawson village, Idaho, 29029,delphine_terry838@woohoo.com,machine learning engineer,35,financial services,135000
204,205,2002-06-02,N,5,5,16.95,Kasey,Conley,172 S Mall, Streator, North Carolina, 34666,conley8388@inlook.com,backend engineer,18,student,10000
205,206,2004-06-11,M,14,5,12.03,Alphonse,van,995 Burning End, White Hall, Nevada, 59076,alphonse_vanhelpen8513@hmail.com,backend engineer,18,student,10000
206,207,1973-01-23,F,0,5,12.05,Keturah,Wintershoven,P.O. Box 65478, Stanley village, Maryland, 37471,keturah4346@woohoo.com,backend engineer,18,engineer,101000
207,208,2004-02-20,M,7,6,16.09,Walton,Richards,P.O. Box 29514, Friedensburg, Michigan, 45997,richards8354@woohoo.com,frontend engineer,20,student,10000
208,209,1988-08-12,M,1,0,0.0,Alan,Roman,358 Maple Way, Lake Purdy, Arkansas, 51336,roman6240@inlook.com,undecided,20,education,61000
209,210,1989-06-23,M,0,7,0.23,Clyde,Benskoop,P.O. Box 41382, Kerr, Missouri, 39252,clyde2794@coldmail.com,iOS developer,27,HR,80000
210,211,1944-10-27,M,12,5,15.89,Broderick,van,591 Treasure Trace, Box Elder, Texas, 19190,broderick8101@hmail.com,backend engineer,18,financial services,135000
211,212,1994-09-15,N,15,8,16.71,Izola,Auderegg,384 Little Quail, Claiborne, Maine, 14826,auderegg175@woohoo.com,android developer,27,software developer,110000
212,213,1942-01-19,M,15,8,24.74,Graig,Jennings,489 Sixth Union, Starr, Washington, 14965,graig1516@inlook.com,android developer,27,financial services,135000
213,214,1985-08-03,F,4,6,6.12,Roni,Santana,687 Broad Rise, Shackelford, Colorado, 85496,santana1305@woohoo.com,frontend engineer,20,software developer,110000
214,215,1961-05-04,M,15,0,0.0,Cristobal,Zeeman,128 Fallen Panda Key, Scottsboro, Idaho, 41506,zeeman3742@inlook.com,undecided,20,HR,80000
215,216,1958-08-20,N,15,5,8.72,Martin,Rollins,507 Lazy Berry Isle, Evening Shade, California, 74746,martin_rollins5496@hmail.com,backend engineer,18,HR,80000
216,217,1993-12-31,N,12,7,11.96,Leonie,Snyder,559 Cotton Butterfly Place, Bolingbrook village, Maryland, 75755,leonie573@woohoo.com,iOS developer,27,financial services,135000
217,218,1942-01-18,M,10,3,10.31,Norberto,Chang,121 Umber Fillmore Harbor, Malone-Porter, South Carolina, 21797,norberto_chang6130@inlook.com,data analyst,12,financial services,135000
218,219,1944-07-28,F,15,8,10.98,Classie,de,132 Fox Curve, Lake Buena Vista, Indiana, 99700,dehaas6058@woohoo.com,android developer,27,software developer,110000
219,220,1942-09-24,M,11,5,16.79,Israel,Faulkner,362 Colonial Corner, Louin, Maryland, 62495,faulkner8119@coldmail.com,backend engineer,18,HR,80000
220,221,1997-01-26,F,13,4,10.82,Shonta,Simmons,P.O. Box 81653, Burtrum, New Jersey, 23696,shonta_simmons9584@coldmail.com,software engineering,25,creative,66000
221,222,1960-03-12,M,4,1,14.87,Ali,de,P.O. Box 63561, Arnett, Mississippi, 26124,dekock3427@coldmail.com,data scientist,20,HR,80000
222,223,1966-03-22,N,13,6,3.71,Carlos,Suarez,P.O. Box 22849, Montana, New York, 73509,carlos5685@inlook.com,frontend engineer,20,engineer,101000
223,224,1944-06-04,M,4,10,10.3,Clement,Reijmerrs,408 Amber Mill, Rosendale, Indiana, 10781,reijmerrs1920@woohoo.com,ux/ui designer,15,creative,66000
224,225,1971-01-12,F,0,2,16.85,Bettina,Fry,646 Foggy First Passage, Moose Wilson Road, Missouri, 93096,fry3064@hmail.com,data engineer,20,engineer,101000
225,226,1966-03-10,M,13,2,14.45,Abe,Petersen,29 Butterfly Avenue, Orchard village, Vermont, 78889,abe1240@hmail.com,data engineer,20,HR,80000
226,227,1988-01-28,F,3,10,8.58,Maribel,Gilliam,920 Treasure Stravenue, Killona, Ohio, 61620,gilliam2871@hmail.com,ux/ui designer,15,HR,80000
227,228,1978-10-04,N,9,2,2.82,Yuri,Evans,924 Clear Ford, Woodsfield village, South Carolina, 82255,evans2023@coldmail.com,data engineer,20,engineer,101000
228,229,2003-01-26,N,2,1,13.72,Adria,Thompson,175 Red Mill, South Dennis, Nebraska, 09347,thompson7090@inlook.com,data scientist,20,student,10000
229,230,1976-06-09,F,7,9,24.79,Viviana,Manning,355 Tawny Fork Boulevard, Prescott village, Rhode Island, 97678,viviana_manning6377@woohoo.com,machine learning engineer,35,engineer,101000
230,231,1991-05-08,F,8,10,4.36,Daniel,Mack,117 Cozy Field, Hampton borough, Illinois, 76287,daniel_mack1054@woohoo.com,ux/ui designer,15,analytics,86000
231,232,2001-11-18,M,0,4,19.54,Cecil,Blankenship,P.O. Box 45893, Whitsett, North Carolina, 04591,cecil_blankenship495@woohoo.com,software engineering,25,creative,66000
232,233,1987-07-31,M,12,0,0.0,Rafael,de,413 Tawny Route, Gosnell, Ohio, 52323,rafael_derek3619@hmail.com,undecided,20,engineer,101000
233,234,1974-11-04,M,14,5,5.91,Hung,Neville,806 Club Farms, Perkasie borough, Indiana, 00858,hung4907@woohoo.com,backend engineer,18,education,61000
234,235,1996-04-11,N,15,7,20.23,Levi,van,351 Circle Chase, Keeneland, Montana, 13234,vanson2500@woohoo.com,iOS developer,27,analytics,86000
235,236,1987-12-16,N,0,9,19.15,Jerry,Maldonado,686 Shady Park Freeway, Woodmere, South Dakota, 99569,jerry_maldonado1164@woohoo.com,machine learning engineer,35,creative,66000
236,237,1988-01-21,F,8,1,3.82,Adrianna,Franks,616 Quaking Flat Vale, Bethlehem, Massachusetts, 40995,franks1162@inlook.com,data scientist,20,financial services,135000
237,238,1975-03-20,F,1,10,11.94,Myra,Barney,P.O. Box 32403, Verona borough, Wisconsin, 12600,myra_barney2138@woohoo.com,ux/ui designer,15,analytics,86000
238,239,2000-06-10,M,6,3,9.65,Palmer,Adelaer,P.O. Box 38540, Man, New Jersey, 10761,palmer4173@inlook.com,data analyst,12,creative,66000
239,240,1957-09-26,M,7,2,18.96,Dale,Ochoa,918 Noble Spur Hollow, Ahuimanu, Indiana, 29410,ochoa8689@woohoo.com,data engineer,20,software developer,110000
240,241,1962-10-29,F,7,3,6.37,Sirena,Frost,P.O. Box 39159, Raynham, Nebraska, 78639,sirena268@coldmail.com,data analyst,12,education,61000
241,242,1981-04-07,M,8,6,0.91,Luis,Bleeker,972 Middle Fillmore, Doyline village, Louisiana, 21541,luis_bleeker8252@inlook.com,frontend engineer,20,engineer,101000
242,243,1978-02-17,M,8,9,30.7,Elias,Wise,193 Embers Parade, Fieldon village, Louisiana, 28371,wise4765@hmail.com,machine learning engineer,35,software developer,110000
243,244,1997-09-17,M,0,8,24.17,Jere,Gregory,796 Umber Wall Turnpike, Endeavor village, Vermont, 02580,jere_gregory7888@hmail.com,android developer,27,creative,66000
244,245,1948-03-05,M,14,6,18.73,Marshall,Keith,850 Silver Robin Estate, Kinta, Arkansas, 13745,marshall8356@woohoo.com,frontend engineer,20,education,61000
245,246,1962-07-17,F,13,7,10.84,Lucile,Mccormick,505 Jagged Estate, Dayton Lakes, Rhode Island, 63523,lucile3393@woohoo.com,iOS developer,27,engineer,101000
246,247,1944-04-26,M,13,2,7.16,Warren,Rasmussen,598 Umber Seventh Heights, Clearbrook, Alaska, 27065,warren363@inlook.com,data engineer,20,education,61000
247,248,1950-07-24,M,8,9,15.67,Reuben,Keith,690 Jagged Fillmore, Ship Bottom borough, South Dakota, 74225,reuben_keith3553@woohoo.com,machine learning engineer,35,financial services,135000
248,249,1991-10-27,N,13,0,0.0,Christin,Cordova,404 Pleasant Island, Sycamore, Wyoming, 62144,christin_cordova5844@hmail.com,undecided,20,HR,80000
249,250,1990-12-25,N,9,10,9.75,Crystle,Drinhuijzen,320 Fifth Crest, Meadow Lark Lake, California, 49285,drinhuijzen9732@inlook.com,ux/ui designer,15,education,61000
250,251,1968-03-31,F,4,10,10.9,Kizzy,van,517 Jagged Gate Village, Minneapolis, Connecticut, 37481,kizzy_vanoort360@inlook.com,ux/ui designer,15,creative,66000
251,252,1956-12-03,M,13,6,1.76,Dirk,Cooper,375 S Elm Bay, North Lakeville, Oklahoma, 06290,dirk_cooper1251@hmail.com,frontend engineer,20,financial services,135000
252,253,1988-11-30,N,0,2,9.35,Lenore,Ferdinandus,878 Grove Plaza, Wanblee, Minnesota, 33309,lenore_ferdinandus3024@hmail.com,data engineer,20,analytics,86000
253,254,1969-07-16,M,5,2,19.12,Melvin,Gallegos,938 E Woods, Kenly, Delaware, 45213,melvin5004@woohoo.com,data engineer,20,creative,66000
254,255,1946-08-25,F,4,6,20.01,Yevette,Heineke,P.O. Box 43432, Aventura, Wyoming, 66510,heineke393@coldmail.com,frontend engineer,20,software developer,110000
255,256,1946-12-22,M,2,8,1.88,Vicente,Boeff,147 Quiet Mount, Timberlane, Florida, 74331,boeff8856@inlook.com,android developer,27,creative,66000
256,257,1943-03-08,M,2,1,11.21,Bennie,Mcknight,P.O. Box 49302, Thomasboro village, Minnesota, 56393,mcknight9446@inlook.com,data scientist,20,education,61000
257,258,1957-05-09,F,10,2,1.02,Keri,Fowler,784 E Brook Dam, South Dennis, Florida, 38296,keri_fowler5611@coldmail.com,data engineer,20,software developer,110000
258,259,1973-04-02,F,0,5,2.49,Shizuko,Singh,73 E River Canyon, Burr village, Alabama, 70293,shizuko9784@hmail.com,backend engineer,18,financial services,135000
259,260,1952-06-17,F,5,1,3.48,Laurence,Cornelisgroeneveld,P.O. Box 11659, Tulelake, Delaware, 09024,laurence_cornelisgroeneveld3860@woohoo.com,data scientist,20,creative,66000
260,261,2001-09-02,N,15,3,12.98,Autumn,Levy,316 E Brook Harbor, Natchitoches, Nevada, 72994,levy3366@hmail.com,data analyst,12,software developer,110000
261,262,1956-05-16,F,1,1,15.87,Margrett,Voogd,74 Jagged Hill, French borough, Arizona, 42220,margrett7909@coldmail.com,data scientist,20,creative,66000
262,263,1979-07-09,F,4,1,12.07,Leona,van,959 E Sky Fair, Lower Grand Lagoon, Colorado, 44524,vanrietveld7385@woohoo.com,data scientist,20,financial services,135000
263,264,1972-05-06,F,14,4,5.82,Florance,Velde,864 Camp Gateway, Alford, Washington, 80171,florance_velde8678@inlook.com,software engineering,25,engineer,101000
264,265,2002-12-26,N,6,2,4.39,Janna,Abbott,233 Stony Grove Divide, Nelsonville, Nebraska, 90133,abbott4600@coldmail.com,data engineer,20,student,10000
265,266,1967-07-04,F,2,5,14.54,Lala,Brugman,391 Stream Point, Snowflake, Florida, 40486,lala_brugman474@hmail.com,backend engineer,18,education,61000
266,267,2000-07-18,M,3,9,24.76,Samuel,Lara,882 Grand Rapid, Stantonsburg, Louisiana, 84382,samuel4244@inlook.com,machine learning engineer,35,education,61000
267,268,1954-12-30,M,14,8,4.59,Peter,van,P.O. Box 34057, Lordsburg, Ohio, 72131,peter_vanasch4418@coldmail.com,android developer,27,financial services,135000
268,269,1947-11-12,F,8,2,1.51,Ray,Macdonald,168 Lost End Run, Nokomis, Oregon, 09683,macdonald1684@coldmail.com,data engineer,20,education,61000
269,270,1990-09-06,M,5,4,22.49,Hobert,van,P.O. Box 36183, Clintonville, Michigan, 89366,hobert2230@woohoo.com,software engineering,25,HR,80000
270,271,1953-05-10,M,5,10,6.59,Tanner,Hoest,P.O. Box 44116, Atalissa, Ohio, 71260,hoest1196@coldmail.com,ux/ui designer,15,HR,80000
271,272,1945-03-10,F,13,0,0.0,Melisa,Baldwin,128 Colonial Parade, Grubbs, New Jersey, 84053,melisa_baldwin3025@inlook.com,undecided,20,education,61000
272,273,1958-10-23,M,4,3,9.14,Theo,van,142 Cotton Panda Falls, Fort Wayne, Kentucky, 30210,theo10@hmail.com,data analyst,12,financial services,135000
273,274,1982-04-09,M,6,10,7.19,Harry,Nash,871 Cozy Robin Farms, Anaheim, Nevada, 81475,harry_nash4908@woohoo.com,ux/ui designer,15,financial services,135000
274,275,1966-12-24,M,3,6,13.18,Nathaniel,Flowers,331 Crystal Cloud Hollow, Kimballton, Florida, 55112,flowers3471@inlook.com,frontend engineer,20,education,61000
275,276,1967-11-25,F,7,3,3.92,Rosemarie,Rollins,978 Butterfly Arcade, Hemlock, Pennsylvania, 78186,rosemarie_rollins8327@woohoo.com,data analyst,12,creative,66000
276,277,1971-05-21,M,12,4,22.68,Kermit,Stein,893 Log Highlands, Port Graham, Tennessee, 60703,kermit7822@woohoo.com,software engineering,25,creative,66000
277,278,1972-04-20,F,10,7,6.38,Roxanne,van,652 Emerald Circle Drive, Enterprise, Utah, 97710,roxanne3293@woohoo.com,iOS developer,27,analytics,86000
278,279,1996-04-28,F,6,0,0.0,Hyacinth,Mejia,693 Clear Summit Dam, Irondequoit, Oklahoma, 25590,hyacinth2994@hmail.com,undecided,20,HR,80000
279,280,1966-05-07,M,10,8,4.08,Ahmad,Burnett,960 Bright Oak Junction, Max Meadows, Minnesota, 39759,ahmad_burnett5521@coldmail.com,android developer,27,software developer,110000
280,281,1952-06-14,M,2,1,0.67,Buck,Case,P.O. Box 98518, Moline Acres, Kansas, 42038,buck_case625@inlook.com,data scientist,20,software developer,110000
281,282,1973-03-06,F,0,8,4.13,Christinia,Meyers,84 Gentle Rabbit Street, Corinne, Wyoming, 91649,meyers190@hmail.com,android developer,27,creative,66000
282,283,1990-04-28,F,8,2,13.35,Ernestina,Heuvel,P.O. Box 14799, Pacheco, Maine, 61609,heuvel8895@inlook.com,data engineer,20,analytics,86000
283,284,1963-02-04,M,6,1,17.18,Erin,Slot,P.O. Box 55042, Cibecue, Tennessee, 10185,erin4024@inlook.com,data scientist,20,software developer,110000
284,285,1996-08-27,N,7,7,15.79,Chelsie,Honzelaar,126 Grand Prairie Ridge, Rankin, Michigan, 86492,chelsie1455@coldmail.com,iOS developer,27,creative,66000
285,286,1993-04-05,M,13,10,11.06,Wilbur,Stokes,P.O. Box 88734, East Grand Forks, California, 67403,stokes6465@woohoo.com,ux/ui designer,15,HR,80000
286,287,1944-08-26,N,0,0,0.0,Madlyn,Castro,P.O. Box 26418, Rock River, Louisiana, 35101,castro932@coldmail.com,undecided,20,creative,66000
287,288,1986-01-12,F,10,10,7.8,Wendie,Carson,412 Honey Mall Turnpike, East Thermopolis, Tennessee, 64858,carson6006@woohoo.com,ux/ui designer,15,financial services,135000
288,289,1985-04-27,M,5,4,18.16,Dexter,Farmer,184 S Pony, Gentry village, South Carolina, 60599,dexter_farmer8721@woohoo.com,software engineering,25,analytics,86000
289,290,2000-12-02,M,1,7,5.89,Reggie,Roeder,P.O. Box 31478, Joy village, Hawaii, 97226,reggie6160@inlook.com,iOS developer,27,financial services,135000
290,291,1950-12-08,F,2,8,22.53,Jennifer,Oconnor,852 Cotton River, Mobile, Ohio, 44406,jennifer6342@inlook.com,android developer,27,software developer,110000
291,292,1980-02-05,N,2,2,7.33,Sheree,Lukasse,734 NE Third, Bemidji, Wisconsin, 72348,sheree_lukasse2532@woohoo.com,data engineer,20,analytics,86000
292,293,1958-04-22,F,4,4,15.52,Simone,Davidson,853 Amber Willow, South Coventry, Wyoming, 52657,simone3163@woohoo.com,software engineering,25,analytics,86000
